count	geneid	symbol	name	chr	orientation	start	end
202	3159	HMGA1	high mobility group AT-hook 1	6	+	34236799	34246230
15	140850	DEFB127	defensin, beta 127	20	+	157469	159162
59	6651	SON	SON DNA binding protein	21	+	33543037	33577513
3	196541	METTL21C	methyltransferase like 21C	13	-	102685746	102694520
1	101927854	LOC101927854	-	3	+	24151323	24189955
19	139135	PASD1	PAS domain containing 1	X	+	151563534	151676738
65	1645	AKR1C1	aldo-keto reductase family 1, member C1	10	+	4963261	4977965
1	100130134	LOC100130134	-	X	-	90037862	90040927
184	2705	GJB1	gap junction protein, beta 1, 32kDa	X	+	71215211	71225214
1	100127969	VN1R96P	vomeronasal 1 receptor 96 pseudogene	19	-	40121322	40122229
64	10294	DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2	16	-	46955361	46973713
7	126298	IRGQ	immunity-related GTPase family, Q	19	-	43584366	43596228
421	2146	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	7	-	148807371	148884348
17	113174	SAAL1	serum amyloid A-like 1	11	-	18080342	18106090
55	55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2	9	-	120388868	120580169
1	101927988	LINC01527	long intergenic non-protein coding RNA 1527	1	-	152930039	152949248
4	286002	SLC26A4-AS1	SLC26A4 antisense RNA 1	7	-	107656515	107661797
13	23262	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	5	+	103120253	103203522
37	406893	MIR101-1	microRNA 101-1	1	-	65058433	65058507
20	54677	CROT	carnitine O-octanoyltransferase	7	+	87345634	87399795
7	56103	PCDHGB2	protocadherin gamma subfamily B, 2	5	+	141360135	141512978
49	11006	LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4	19	+	54643834	54670358
83	6354	CCL7	chemokine (C-C motif) ligand 7	17	+	34270215	34272241
3	100287898	TTC34	tetratricopeptide repeat domain 34	1	-	2636987	2789664
4	100189227	TRV-CAC1-6	transfer RNA-Val (CAC) 1-6	6	+	26538053	26538125
17	23609	MKRN2	makorin ring finger protein 2	3	+	12557013	12583712
1	100271131	RPS3AP23	ribosomal protein S3a pseudogene 23	6	-	141635719	141636502
8	254427	PROSER2	proline and serine rich 2	10	+	11823348	11872276
31	27159	CHIA	chitinase, acidic	1	+	111290851	111320565
17	259296	TAS2R50	taste receptor, type 2, member 50	12	-	10985912	10986911
2	102465428	MIR6717	microRNA 6717	14	-	21023313	21023385
1	728090	CT47A2	cancer/testis antigen family 47, member A2	X	-	120977605	120980963
25	91147	TMEM67	transmembrane protein 67	8	+	93754843	93832648
3	171472	SRSF10P2	serine/arginine-rich splicing factor 10 pseudogene 2	20	-	7831500	7832480
28	56916	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	4	+	94207607	94291291
146	5395	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	7	-	5970924	6009105
3	645455	CEP170P1	centrosomal protein 170kDa pseudogene 1	4	+	118516339	118554203
3	100131089	SRP14-AS1	SRP14 antisense RNA1 (head to head)	15	+	40039310	40067508
823	2932	GSK3B	glycogen synthase kinase 3 beta	3	-	119821320	120094416
15	29058	TMEM230	transmembrane protein 230	20	-	5099837	5113086
14	55090	MED9	mediator complex subunit 9	17	+	17476985	17493219
33	5523	PPP2R3A	protein phosphatase 2, regulatory subunit B'', alpha	3	+	135965672	136147909
15	128308	MRPL55	mitochondrial ribosomal protein L55	1	-	228106678	228110952
25	56658	TRIM39	tripartite motif containing 39	6	+	30326843	30343728
2	729603	LOC729603	-	6	+	160093081	160096211
5	56971	CEACAM19	carcinoembryonic antigen-related cell adhesion molecule 19	19	+	44666591	44684358
1	100421854	EEF1A1P4	eukaryotic translation elongation factor 1 alpha 1 pseudogene 4	12	-	19456250	19457647
1	442245	GSTM2P1	glutathione S-transferase mu 2 (muscle) pseudogene 1	6	-	111046418	111047553
11	55313	CPPED1	calcineurin-like phosphoesterase domain containing 1	16	-	12659798	12803886
19	25923	ATL3	atlastin GTPase 3	11	-	63624081	63671973
2	440955	TMEM89	transmembrane protein 89	3	-	48620841	48621755
56	6158	RPL28	ribosomal protein L28	19	+	55385100	55403244
75	5284	PIGR	polymeric immunoglobulin receptor	1	-	206928521	206946465
99	2746	GLUD1	glutamate dehydrogenase 1	10	-	87050201	87095018
189	3371	TNC	tenascin C	9	-	115019574	115118256
8	84187	TMEM164	transmembrane protein 164	X	+	110002412	110184037
1	102723724	LOC102723724	-	6	-	140845957	140898411
90	27044	SND1	staphylococcal nuclease and tudor domain containing 1	7	+	127652118	128092606
3	100126693	LINC00322	long intergenic non-protein coding RNA 322	21	-	43322208	43332038
8	58495	OVOL2	ovo-like zinc finger 2	20	-	18024151	18059187
173	6935	ZEB1	zinc finger E-box binding homeobox 1	10	+	31318782	31529813
13	406917	MIR129-1	microRNA 129-1	7	+	128207871	128207942
44	80155	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	4	+	139301466	139390780
1	101927410	LOC101927410	-	18	+	10661932	10666886
9	64577	ALDH8A1	aldehyde dehydrogenase 8 family, member A1	6	-	134917389	134950121
1	150381	PRR34-AS1	PRR34 antisense RNA 1	22	+	46053845	46058521
2087	672	BRCA1	breast cancer 1, early onset	17	-	43044294	43125482
39	84708	LNX1	ligand of numb-protein X 1, E3 ubiquitin protein ligase	4	-	53460269	53652513
17	9364	RAB28	RAB28, member RAS oncogene family	4	-	13296016	13484364
7	25893	TRIM58	tripartite motif containing 58	1	+	247857198	247880137
2	100190986	LOC100190986	-	16	-	21432002	21434454
1	101929768	OSMR-AS1	OSMR antisense RNA 1 (head to head)	5	-	38693212	38845828
1	100271575	RPS26P49	ribosomal protein S26 pseudogene 49	14	-	104830835	104831169
8	23306	TMEM194A	transmembrane protein 194A	12	-	57055642	57088856
6	345778	MTX3	metaxin 3	5	-	79976715	79991264
5	664615	MIR376A2	microRNA 376a-2	14	+	101040068	101040147
1	100271458	RPL23AP29	ribosomal protein L23a pseudogene 29	2	+	153370625	153371063
1	100130301	C8orf89	chromosome 8 open reading frame 89	8	-	73241363	73285711
1	100189453	TRSUP-TTA3-1	transfer RNA suppressor (TTA) 3-1	4	-	7324110	7324181
57	5199	CFP	complement factor properdin	X	-	47624212	47630304
2	102465523	MIR6867	microRNA 6867	17	+	40193596	40193662
68	2538	G6PC	glucose-6-phosphatase, catalytic subunit	17	+	42900796	42914432
2	100422976	MIR4256	microRNA 4256	1	-	112461769	112461832
3	727944	LOC727944	-	2	-	490770	492886
2	28914	IGKV3-11	immunoglobulin kappa variable 3-11	2	-	89027170	89027683
2	390998	LOC390998	-	1	-	12220726	12221100
1	100271030	UBA52P4	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 4	3	+	27486249	27486616
27	83552	MFRP	membrane frizzled-related protein	11	-	119338933	119346672
2	439992	RPS3AP5	ribosomal protein S3A pseudogene 5	10	+	84560418	84561305
1	100289061	LOC100289061	-	1	-	150548448	150557937
6	5988	RFPL1	ret finger protein-like 1	22	+	29434529	29442454
3	9299	SNORD30	small nucleolar RNA, C/D box 30	11	-	62853662	62853731
3	26062	HYALP1	hyaluronoglucosaminidase pseudogene 1	7	+	123814138	123819429
8	338707	B4GALNT4	beta-1,4-N-acetyl-galactosaminyl transferase 4	11	+	369778	382116
9	23625	FAM89B	family with sequence similarity 89, member B	11	+	65572348	65574197
20	23029	RBM34	RNA binding motif protein 34	1	-	235131182	235161615
22	152006	RNF38	ring finger protein 38	9	-	36336395	36487181
6	51298	THEG	theg spermatid protein	19	-	362056	376702
2	219875	OR4D5	olfactory receptor, family 4, subfamily D, member 5	11	+	123939616	123940572
11	203197	C9orf91	chromosome 9 open reading frame 91	9	+	114603941	114646422
27	149371	EXOC8	exocyst complex component 8	1	-	231332730	231337871
24	65993	MRPS34	mitochondrial ribosomal protein S34	16	-	1771894	1773138
1	28685	TRAV8-1	T cell receptor alpha variable 8-1	14	+	21797418	21797885
6	57156	TMEM63C	transmembrane protein 63C	14	+	77181758	77259494
3	101928882	LOC101928882	-	3	-	180707588	180870177
80	56998	CTNNBIP1	catenin, beta interacting protein 1	1	-	9848275	9910257
1	100127949	RPL15P16	ribosomal protein L15 pseudogene 16	11	+	72940497	72941111
1	150051	LOC150051	-	21	+	31559240	31560486
22	1325	CORT	cortistatin	1	+	10449718	10452002
12	440836	ODF3B	outer dense fiber of sperm tails 3B	22	-	50530408	50532578
29	8732	RNGTT	RNA guanylyltransferase and 5'-phosphatase	6	-	88609896	88963715
2	28780	IGLV5-48	immunoglobulin lambda variable 5-48 (non-functional)	22	+	22352939	22353432
2	791098	LOC791098	-	X	+	52709072	52710907
13	6703	SPRR2D	small proline-rich protein 2D	1	-	153039724	153041117
1	100216466	DNM1P43	DNM1 pseudogene 43	15	+	82337476	82339293
7	79134	TMEM185B	transmembrane protein 185B	2	-	120217470	120223407
61	6185	RPN2	ribophorin II	20	+	37179050	37241622
26	55854	ZC3H15	zinc finger CCCH-type containing 15	2	+	186486157	186509360
20	27241	BBS9	Bardet-Biedl syndrome 9	7	+	33129243	33635768
14	54432	YIPF1	Yip1 domain family, member 1	1	-	53849789	53889819
11	343035	RD3	retinal degeneration 3	1	-	211476521	211492916
36	57187	THOC2	THO complex 2	X	-	123600560	123733053
56	10021	HCN4	hyperpolarization activated cyclic nucleotide-gated potassium channel 4	15	-	73319858	73369263
15	94101	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	2	-	189767219	189784370
2	286083	LOC286083	-	8	-	1296033	1302606
20	56951	C5orf15	chromosome 5 open reading frame 15	5	-	133955506	133968714
40	4589	MUC7	mucin 7, secreted	4	+	70430491	70482996
31	58525	WIZ	widely interspaced zinc finger motifs	19	-	15421506	15449955
22	10678	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	2	+	62196126	62224730
1	100189159	TRS-GCT5-1	transfer RNA-Ser (GCT) 5-1	6	+	28213036	28213117
2	100616255	MIR4662B	microRNA 4662b	8	-	124821977	124822057
12	84830	ADTRP	androgen-dependent TFPI-regulating protein	6	-	11712894	11779627
2	100500818	MIR3945	microRNA 3945	4	-	184851012	184851109
1	100271533	RPL7AP51	ribosomal protein L7a pseudogene 51	10	+	67334122	67334887
24	84539	MCHR2	melanin-concentrating hormone receptor 2	6	-	99919909	99994237
4	7495	XBP1P1	X-box binding protein 1 pseudogene 1	5	+	112885121	112886686
6	164045	HFM1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	1	-	91260765	91408006
21	64397	ZNF106	zinc finger protein 106	15	-	42412436	42491196
83	2242	FES	FES proto-oncogene, tyrosine kinase	15	+	90884434	90895775
9	286827	TRIM59	tripartite motif containing 59	3	-	160435502	160449837
3	100500920	MIR3914-2	microRNA 3914-2	7	+	71307673	71307767
5	389941	C1QL3	complement component 1, q subcomponent-like 3	10	-	16513742	16522004
5	147660	ZNF578	zinc finger protein 578	19	+	52453505	52516877
3	10821	OR7E12P	olfactory receptor, family 7, subfamily E, member 12 pseudogene	11	-	3390706	3391914
43	140564	APOBEC3D	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D	22	+	39021112	39033250
18	2063	NR2F6	nuclear receptor subfamily 2, group F, member 6	19	-	17231884	17245341
9	57335	ZNF286A	zinc finger protein 286A	17	+	15699576	15720786
31	55604	LRRC16A	leucine rich repeat containing 16A	6	+	25279427	25620529
1	100189009	TRL-CAG1-2	transfer RNA-Leu (CAG) 1-2	1	+	161448950	161449032
2	643955	ZNF733P	zinc finger protein 733, pseudogene	7	-	63291286	63304055
19	5613	PRKX	protein kinase, X-linked	X	-	3604342	3713643
8	144535	CFAP54	cilia and flagella associated 54	12	+	96489545	96875554
76	7041	TGFB1I1	transforming growth factor beta 1 induced transcript 1	16	+	31472154	31477959
24	4117	MAK	male germ cell-associated kinase	6	-	10762722	10838604
4	353149	TBC1D26	TBC1 domain family, member 26	17	+	15732276	15744783
32	29116	MYLIP	myosin regulatory light chain interacting protein	6	+	16129085	16148247
20	51503	CWC15	CWC15 spliceosome-associated protein	11	-	94962621	94973611
65	3556	IL1RAP	interleukin 1 receptor accessory protein	3	+	190514050	190657196
1	100128083	RPS15AP40	ribosomal protein S15a pseudogene 40	X	-	36374754	36375212
7	201164	PLD6	phospholipase D family, member 6	17	-	17200994	17206331
30	58494	JAM2	junctional adhesion molecule 2	21	+	25639281	25717561
51	6210	RPS15A	ribosomal protein S15a	16	-	18782954	18790333
14	115416	MALSU1	mitochondrial assembly of ribosomal large subunit 1	7	+	23299320	23309560
1	326611	NT5CP2	5',3'-nucleotidase, cytosolic pseudogene 2	14	-	73538974	73539831
2	100049614	TRV-CAC1-5	transfer RNA-Val (CAC) 1-5	5	-	181222394	181222466
46	7060	THBS4	thrombospondin 4	5	+	79991310	80083636
3	221336	BEND6	BEN domain containing 6	6	+	56954974	57027651
3	120787	OR52W1	olfactory receptor, family 52, subfamily W, member 1	11	+	6199223	6200185
5	693164	MIR579	microRNA 579	5	-	32394377	32394474
46	2051	EPHB6	EPH receptor B6	7	+	142854642	142871092
4	113691	TUBA3FP	tubulin, alpha 3f, pseudogene	22	-	21008202	21014286
19	55614	KIF16B	kinesin family member 16B	20	-	16272096	16573433
2	102465448	MIR6748	microRNA 6748	11	+	62789814	62789884
18	27075	TSPAN13	tetraspanin 13	7	+	16753725	16784535
82	10992	SF3B2	splicing factor 3b, subunit 2, 145kDa	11	+	66051774	66068910
13	51668	HSPB11	heat shock protein family B (small), member 11	1	-	53921560	53946302
52	1602	DACH1	dachshund family transcription factor 1	13	-	71437965	71869112
3	284382	ACTL9	actin-like 9	19	-	8697396	8698829
1	387322	VN1R13P	vomeronasal 1 receptor 13 pseudogene	6	-	27060369	27061266
30	81542	TMX1	thioredoxin-related transmembrane protein 1	14	+	51240167	51257654
2	692206	SNORD90	small nucleolar RNA, C/D box 90	9	-	122880212	122880318
3	7190	HSP90B2P	heat shock protein 90kDa beta (Grp94), member 2, pseudogene	15	+	99257524	99260275
1	5282	PIGFP1	phosphatidylinositol glycan anchor biosynthesis, class F, pseudogene 1	5	+	178922019	178922913
12	84869	CBR4	carbonyl reductase 4	4	-	168894622	169010316
1	100129670	RPL18P8	ribosomal protein L18 pseudogene 8	11	+	39161439	39161972
5	79411	GLB1L	galactosidase, beta 1-like	2	-	219236597	219245428
15	641700	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	5	-	139454601	139462742
15	641700	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	5	-	139448553	139449173
2	100616314	MIR4750	microRNA 4750	19	+	49888174	49888229
66	713	C1QB	complement component 1, q subcomponent, B chain	1	+	22653178	22661551
2	644961	LOC644961	-	1	+	27323873	27326524
1	729422	GAGE12C	G antigen 12C	X	+	49532176	49539540
445	1586	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1	10	-	102830530	102837532
3	729025	SLC15A5	solute carrier family 15, member 5	12	-	16188484	16277684
56	411	ARSB	arylsulfatase B	5	-	78777208	78986533
11	946	SIGLEC6	sialic acid binding Ig-like lectin 6	19	-	51519529	51531862
1	389199	LOC389199	-	4	+	7938920	7940295
1	100507458	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head)	16	-	3125528	3134881
3	100616265	MIR4433A	microRNA 4433a	2	+	64340758	64340838
1	100189512	NMTRS-TGA3-1	nuclear-encoded mitochondrial transfer RNA-Ser (TGA) 3-1	17	-	22528852	22528920
1	100151653	RNU7-58P	RNA, U7 small nuclear 58 pseudogene	11	+	59558799	59558854
24	26091	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4	10	-	67921898	68075347
4	101927156	LOC101927156	-	2	+	181123836	181399552
5	387775	SLC22A10	solute carrier family 22, member 10	11	+	63268719	63311773
9	26835	RNU4-1	RNA, U4 small nuclear 1	12	-	120293093	120293236
1	100271089	RPS20P23	ribosomal protein S20 pseudogene 23	8	-	100776511	100776867
46	6199	RPS6KB2	ribosomal protein S6 kinase, 70kDa, polypeptide 2	11	+	67428459	67435407
11	25941	TPGS2	tubulin polyglutamylase complex subunit 2	18	-	36780023	36829392
1	100189084	TRR-CCG1-3	transfer RNA-Arg (CCG) 1-3	6	+	28881387	28881459
11	9849	ZNF518A	zinc finger protein 518A	10	+	96129199	96163792
78	9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor (GEF) 2	1	-	155946639	156002634
35	4798	NFRKB	nuclear factor related to kappaB binding protein	11	-	129863772	129895594
1	653773	RPL31P17	ribosomal protein L31 pseudogene 17	2	+	222726429	222726874
10	118932	ANKRD22	ankyrin repeat domain 22	10	-	88819898	88851974
42	5798	PTPRN	protein tyrosine phosphatase, receptor type, N	2	-	219289622	219309572
2	339240	KRT17P5	keratin 17 pseudogene 5	17	+	18422180	18425332
9	388561	ZNF761	zinc finger protein 761	19	+	53431973	53458260
1	246285	TRBV26OR9-2	T cell receptor beta variable 26/OR9-2 (pseudogene)	9	+	33695579	33696060
3	100847086	MIR5699	microRNA 5699	10	-	641688	641777
28	7978	MTERF1	mitochondrial transcription termination factor 1	7	-	91872875	91880719
2	6977	TRGV4	T cell receptor gamma variable 4	7	-	38353714	38354182
9	65065	NBEAL1	neurobeachin-like 1	2	+	203014616	203226352
72	1822	ATN1	atrophin 1	12	+	6924462	6942320
50	6357	CCL13	chemokine (C-C motif) ligand 13	17	+	34356451	34358609
15	27314	RAB30	RAB30, member RAS oncogene family	11	-	82973132	83071922
9	130271	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	2	+	43637299	43767986
42	25930	PTPN23	protein tyrosine phosphatase, non-receptor type 23	3	+	47380981	47413440
25	438	ASMT	acetylserotonin O-methyltransferase	X	+	1595454	1643080
25	438	ASMT	acetylserotonin O-methyltransferase	Y	+	1595454	1643080
6	113179	ADAT3	adenosine deaminase, tRNA-specific 3	19	+	1905371	1913446
14	54900	LAX1	lymphocyte transmembrane adaptor 1	1	+	203765145	203776371
15	406924	MIR134	microRNA 134	14	+	101054686	101054758
2	6971	TRGJP1	T cell receptor gamma joining P1	7	-	38276258	38276317
15	55422	ZNF331	zinc finger protein 331	19	+	53503879	53580268
114	1380	CR2	complement component (3d/Epstein Barr virus) receptor 2	1	+	207454299	207489896
79	22938	SNW1	SNW domain containing 1	14	-	77717598	77761217
9	80059	LRRTM4	leucine rich repeat transmembrane neuronal 4	2	-	76747456	77522375
5	56256	SERTAD4	SERTA domain containing 4	1	+	210232849	210246857
24	1998	ELF2	E74-like factor 2 (ets domain transcription factor)	4	-	139057716	139177217
6	399665	FAM102A	family with sequence similarity 102, member A	9	-	127940581	127981026
87	3269	HRH1	histamine receptor H1	3	+	11137092	11263252
17	168667	BMPER	BMP binding endothelial regulator	7	+	33904910	34155871
1	28744	TRAJ11	T cell receptor alpha joining 11	14	+	22532501	22532560
1	100129007	FMO8P	flavin containing monooxygenase 8 pseudogene	1	+	166566177	166580710
144	4583	MUC2	mucin 2, oligomeric mucus/gel-forming	11	+	1074874	1110507
21	10557	RPP38	ribonuclease P/MRP 38kDa subunit	10	+	15097179	15104256
6	79669	C3orf52	chromosome 3 open reading frame 52	3	+	112086334	112131094
3	390432	OR4Q2	olfactory receptor, family 4, subfamily Q, member 2 (gene/pseudogene)	14	+	20002161	20003091
1	100271592	RPS29P27	ribosomal protein S29 pseudogene 27	19	+	39697905	39698072
7	23361	ZNF629	zinc finger protein 629	16	-	30778448	30787276
34	135138	PACRG	PARK2 co-regulated	6	+	162727083	163315491
19	7866	IFRD2	interferon-related developmental regulator 2	3	-	50287731	50292594
90	7436	VLDLR	very low density lipoprotein receptor	9	+	2621678	2656099
2	152742	LINC01085	long intergenic non-protein coding RNA 1085	4	+	14111967	14140051
35	2958	GTF2A2	general transcription factor IIA, 2, 12kDa	15	-	59638061	59657538
18	83992	CTTNBP2	cortactin binding protein 2	7	-	117710647	117873506
5	100423030	MIR3126	microRNA 3126	2	+	69103681	69103754
1	100271111	RPS26P30	ribosomal protein S26 pseudogene 30	7	+	20843629	20843966
1	26830	RNU5D-1	RNA, U5D small nuclear 1	1	-	44731068	44731167
14	27034	ACAD8	acyl-CoA dehydrogenase family, member 8	11	+	134253536	134265943
16	55757	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	13	-	95801579	96053481
19	29925	GMPPB	GDP-mannose pyrophosphorylase B	3	-	49721475	49723973
183	5627	PROS1	protein S (alpha)	3	-	93873036	93974089
1	28819	IGLV1-62	immunoglobulin lambda variable 1-62 (pseudogene)	22	+	22086715	22087023
3	149086	LINC01225	long intergenic non-protein coding RNA 1225	1	+	31500084	31508565
19	57826	RAP2C	RAP2C, member of RAS oncogene family	X	-	132203023	132219479
21	64283	ARHGEF28	Rho guanine nucleotide exchange factor (GEF) 28	5	+	73626157	73941992
1	353196	KRT16P5	keratin 16 pseudogene 5	17	-	20493040	20494446
1	100312834	VN1R89P	vomeronasal 1 receptor 89 pseudogene	19	-	22970521	22970915
3	284307	ZIK1	zinc finger protein interacting with K protein 1	19	+	57583641	57593887
20	6066	RNU2-1	RNA, U2 small nuclear 1	17	-	43233789	43233976
38	8817	FGF18	fibroblast growth factor 18	5	+	171419662	171457625
68	6224	RPS20	ribosomal protein S20	8	-	56068179	56074580
1	390996	CFL1P6	cofilin 1 (non-muscle) pseudogene 6	1	-	10985829	10991796
2	100996634	LOC100996634	-	6	+	109217300	109285009
3	83901	KRTAP9-8	keratin associated protein 9-8	17	+	41238017	41239003
1	94151	CDRT8	CMT1A duplicated region transcript 8	17	-	15104984	15106186
22	3340	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	5	+	150485822	150558210
1	100506795	LINC01354	long intergenic non-protein coding RNA 1354	1	-	234527890	234531778
446	998	CDC42	cell division cycle 42	1	+	22052626	22092942
14	3136	HLA-H	major histocompatibility complex, class I, H (pseudogene)	6	+	29887759	29891079
2	1085	CEACAMP5	carcinoembryonic antigen-related cell adhesion molecule pseudogene 5	19	+	42654151	42663016
1	727835	RPL9P16	ribosomal protein L9 pseudogene 16	4	+	168755797	168756480
2	6063	RNVU1-11	RNA, variant U1 small nuclear 11	1	-	144551670	144552338
10	727764	MAFIP	MAFF interacting protein (pseudogene)	-	-	53588	115072
8	259249	MRGPRX1	MAS-related GPR, member X1	11	-	18933812	18935001
37	22891	ZNF365	zinc finger protein 365	10	+	62374156	62672010
2	100126325	MIR935	microRNA 935	19	+	53982306	53982396
19	5542	PRB1	proline-rich protein BstNI subfamily 1	12	-	11351822	11355589
445	3303	HSPA1A	heat shock 70kDa protein 1A	6	+	31815513	31817941
15	28972	SPCS1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	3	+	52705840	52708181
2	120237	DBX1	developing brain homeobox 1	11	-	20156213	20160323
1	100507533	SOX21-AS1	SOX21 antisense RNA 1 (head to head)	13	+	94712715	94715944
11	5638	PRRG1	proline rich Gla (G-carboxyglutamic acid) 1	X	+	37349274	37457294
123	4205	MEF2A	myocyte enhancer factor 2A	15	+	99565532	99716482
1	643531	RPL29P26	ribosomal protein L29 pseudogene 26	12	-	95467261	95467875
4	146853	C17orf50	chromosome 17 open reading frame 50	17	+	35760592	35765078
32	23558	WBP2	WW domain binding protein 2	17	-	75845698	75855419
1	26537	OR51A1P	olfactory receptor, family 51, subfamily A, member 1 pseudogene	11	-	5170056	5171322
2	644759	TMPRSS11GP	transmembrane protease, serine 11G, pseudogene	4	-	67991811	67997438
2	100847040	MIR5704	microRNA 5704	3	-	131985854	131985930
5	388558	ZNF808	zinc finger protein 808	19	+	52527651	52570177
8	389376	SFTA2	surfactant associated 2	6	-	30931349	30932174
7	431705	ASTL	astacin-like metallo-endopeptidase (M12 family)	2	-	96122816	96143076
3	440585	FAM183A	family with sequence similarity 183, member A	1	+	43142978	43156395
1	391845	RPS15P6	ribosomal protein S15 pseudogene 6	5	-	164600970	164601469
1	100189378	TRT-TGT2-1	transfer RNA-Thr (TGT) 2-1	1	+	222465004	222465076
123	1643	DDB2	damage-specific DNA binding protein 2, 48kDa	11	+	47214941	47239217
59	5046	PCSK6	proprotein convertase subtilisin/kexin type 6	15	-	101303927	101489983
4	26494	OR8G1	olfactory receptor, family 8, subfamily G, member 1	11	+	124249675	124250610
4	724023	MIR653	microRNA 653	7	-	93482759	93482854
2	206426	PIP5K1P1	phosphatidylinositol-4-phosphate 5-kinase, type I, pseudogene 1	6	+	7986101	7990343
1	26478	OR7E53P	olfactory receptor, family 7, subfamily E, member 53 pseudogene	3	+	125734492	125735147
30	8362	HIST1H4K	histone cluster 1, H4k	6	-	27831173	27831526
25	137492	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)	8	+	17246891	17298023
5	126638	RPTN	repetin	1	-	152153594	152159227
4	100187716	MIR1224	microRNA 1224	3	+	184241404	184241488
1	23757	ARSFP1	arylsulfatase F pseudogene 1	Y	-	12252299	12258034
8	401474	SAMD12	sterile alpha motif domain containing 12	8	-	118131827	118621994
294	2149	F2R	coagulation factor II (thrombin) receptor	5	+	76716042	76735769
2	7313	UBA52P2	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 2	14	+	21398787	21399326
9	84569	LYZL1	lysozyme-like 1	10	+	29289050	29318327
4	100419029	NF1P4	neurofibromin 1 pseudogene 4	14	+	19492278	19503251
47	5552	SRGN	serglycin	10	+	69088071	69104810
1	101060684	NBPF26	neuroblastoma breakpoint family, member 26	1	+	120805276	120842216
23	7005	TEAD3	TEA domain family member 3	6	-	35473596	35497083
44	1431	CS	citrate synthase	12	-	56271698	56300390
55	3776	KCNK2	potassium channel, subfamily K, member 2	1	+	215002638	215237092
21	55671	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	14	-	91457480	91510553
6	339231	ARL16	ADP-ribosylation factor-like 16	17	-	81681154	81683923
2	102466201	MIR6853	microRNA 6853	9	+	35732921	35732994
24	440686	HIST2H3PS2	histone cluster 2, H3, pseudogene 2	1	-	143905509	143905965
15	80341	BPIFB2	BPI fold containing family B, member 2	20	+	33007577	33023708
73	30816	ERVW-1	endogenous retrovirus group W, member 1	7	-	92468379	92477914
80	2993	GYPA	glycophorin A (MNS blood group)	4	-	144109302	144140751
1	246210	IKBKGP1	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma pseudogene 1	X	-	154639390	154648274
1	100132103	FAM66E	family with sequence similarity 66, member E	8	+	7955012	8008754
215	2492	FSHR	follicle stimulating hormone receptor	2	-	48866434	49154526
10	113675	SDSL	serine dehydratase-like	12	+	113422267	113438276
22	9993	DGCR2	DiGeorge syndrome critical region gene 2	22	-	19036281	19122453
1	339244	KRT16P4	keratin 16 pseudogene 4	17	+	18449952	18451358
2	152667	FAM192BP	family with sequence similarity 192, member B, pseudogene	4	+	152927429	152928983
13	65977	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	2	+	178480409	178505585
27	51645	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	6	-	36854828	36875023
11	9556	C14orf2	chromosome 14 open reading frame 2	14	-	103912287	103921565
16	54859	ELP6	elongator acetyltransferase complex subunit 6	3	-	47495639	47513721
24	406890	MIRLET7G	microRNA let-7g	3	-	52268277	52268360
1	100271164	RPL21P47	ribosomal protein L21 pseudogene 47	4	+	62248293	62248769
35	27202	C5AR2	complement component 5a receptor 2	19	+	47331840	47342079
2	100616261	MIR4504	microRNA 4504	14	-	50299854	50299945
39	64746	ACBD3	acyl-CoA binding domain containing 3	1	-	226144678	226186721
1	751602	LOC751602	-	10	-	104156408	104157544
44	4919	ROR1	receptor tyrosine kinase-like orphan receptor 1	1	+	63774018	64181497
10	5639	PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	19	+	49580616	49591007
